fid,orig_fid,OBJECTID,DAMAGE_ARE,CREATED_DA,MODIFIED_D,FEATURE_US,OBSERVATIO,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP,HOST_GRO_1,DCA_CODE,DCA_COMMON,DAMAGE_TYP,DAMAGE_T_1,PERCENT_AF,PERCENT__1,PERCENT_MI,PERCENT_MA,PERCENT__2,NOTES,OBSERVAT_1,COLLECTION,SNAPGRID_R,SNAPGRID_C,AREA_TYPE,ACRES,STATUS,SURVEY_YEA,LEGACY_SEV,LEGACY_S_1,LEGACY_PAT,LEGACY_P_1,LEGACY_TPA,LEGACY_NO_,LEGACY_FOR,LEGACY_F_1,GRP,OBSERVAT_2,IDS_DATA_S,DATA_SOURC,US_AREA,SHAPE_Leng,SHAPE_Area,tmean,tmax,tmin,tdmean,ppt,vpdmin,vpdmax
5218,5218,129248,20022007433,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2002,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,567178,87,IDS LEGACY FEATURES,CONUS,314.3325178,7847.772701,7.409000397,14.17500114,0.643000007,-5.067708015,346.2670288,2.865000248,14.92200089
5219,5219,129337,20042016257,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,92.2,1,2004,-1,No Data,-1,No data,2.17,200,9000,MIXED CONIFERS,2,940004,87,IDS LEGACY FEATURES,CONUS,2811.25951,373448.6415,3.835000277,10.15000057,-2.477000237,-6.246924877,785.5400391,1.524000049,10.04600048
5220,5220,129352,20042015802,,,,,2,,202,Douglas-fir,,,11007,Douglas-fir beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2004,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,939543,87,IDS LEGACY FEATURES,CONUS,314.3470214,7849.046317,6.925000191,13.66700077,0.183000013,-3.769725084,579.4690552,1.829000115,13.06600094
5221,5221,129360,20042015963,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2004,-1,No Data,-1,No data,1,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,939705,87,IDS LEGACY FEATURES,CONUS,503.1284479,20108.87473,2.84100008,9.291000366,-3.609000206,-6.445683002,721.8080444,1.209000111,9.794000626
5222,5222,129364,20072039610,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,1,Defoliation,,,,,,,SINGLE,,,,POLYGON,18.4,1,2007,-1,No Data,-1,No data,-1,-1,910,Aspen,1,1415015,87,IDS LEGACY FEATURES,CONUS,1187.50603,74322.41359,5.675000191,12.08100033,-0.729000032,-4.822350025,503.0670166,1.84800005,12.69500065
5223,5223,129452,20092009351,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,103.4,1,2009,-1,No Data,-1,No data,5,517,9000,MIXED CONIFERS,1,1745797,87,IDS LEGACY FEATURES,CONUS,2507.743731,418620.8583,5.403000355,11.64400101,-0.836000025,-5.372758389,526.9830322,1.779000044,11.96100044
5224,5224,129527,20072048289,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20,1,2007,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,1423926,87,IDS LEGACY FEATURES,CONUS,1010.71382,81076.21894,2.683000088,9.513000488,-4.144999981,-5.858808041,657.7300415,0.910000026,10.49900055
5225,5225,129531,19992005563,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5.1,1,1999,-1,No Data,-1,No data,0.98,5,9000,MIXED CONIFERS,1,172051,87,IDS LEGACY FEATURES,CONUS,512.4129498,20832.30502,5.411000252,12.47300053,-1.650000095,-4.840308189,459.5490112,1.374000072,11.80300045
5226,5226,129578,20072048222,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2007,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,1423855,87,IDS LEGACY FEATURES,CONUS,313.8887164,7819.700317,1.649000049,7.715000153,-4.417000294,-6.268608093,663.7490234,0.909000039,8.820000648
5227,5227,129614,20072040015,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,28.7,1,2007,-1,No Data,-1,No data,0.35,10,9000,MIXED CONIFERS,1,1415420,87,IDS LEGACY FEATURES,CONUS,1779.088323,116430.1996,5.80700016,12.53600025,-0.921000063,-4.129583359,408.881012,1.646000028,12.81500053
5228,5228,129641,20002005104,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256720,87,IDS LEGACY FEATURES,CONUS,502.3151977,20001.75675,4.202000141,10.84300041,-2.438000202,-5.577974796,426.5890198,1.603000045,11.4260006
5229,5229,129652,20072041014,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,7.3,1,2007,-1,No Data,-1,No data,0.68,5,9000,MIXED CONIFERS,1,1416466,87,IDS LEGACY FEATURES,CONUS,865.4588839,29367.55602,3.896000147,10.14700031,-2.353000164,-5.734149933,634.5550537,1.432000041,11.01600075
5230,5230,129656,20072048133,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,0.9,1,2007,-1,No Data,-1,No data,0.56,1,9000,MIXED CONIFERS,1,1423760,87,IDS LEGACY FEATURES,CONUS,219.7286232,3831.862656,2.872000217,9.420000076,-3.674000263,-6.122266769,617.3570557,1.073000073,10.5340004
5231,5231,129670,20062013456,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20.1,1,2006,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,1253646,87,IDS LEGACY FEATURES,CONUS,1011.618567,81386.24648,2.467000008,9.068000793,-4.133000374,-6.255258083,698.56604,1.28700006,9.793000221
5232,5232,129708,20072039993,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2007,-1,No Data,-1,No data,1.11,1,9000,MIXED CONIFERS,1,1415398,87,IDS LEGACY FEATURES,CONUS,219.728785,3831.850932,6.490000248,12.94300079,0.038000003,-4.52167511,481.0480347,2.035000086,13.50400066
5233,5233,129788,20072047734,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,1,Defoliation,,,,,,,SINGLE,,,,POLYGON,16.4,1,2007,-1,No Data,-1,No data,-1,-1,910,Aspen,1,1423313,87,IDS LEGACY FEATURES,CONUS,1031.28283,66419.50603,4.967000008,11.42100048,-1.485000014,-5.268741608,534.4920044,1.653000116,12.35200024
5234,5234,129803,20022007040,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2002,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,566776,87,IDS LEGACY FEATURES,CONUS,502.9069901,20103.39598,5.650000095,12.77300072,-1.471000075,-5.989041805,319.5280151,2.035000086,13.78200054
5235,5235,129821,20042016282,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,26.8,1,2004,-1,No Data,-1,No data,0.75,20,9000,MIXED CONIFERS,2,940033,87,IDS LEGACY FEATURES,CONUS,1289.272058,108487.1833,4.885000229,11.64700031,-1.876000047,-6.104466438,727.2050171,1.649000049,11.46000099
5236,5236,129909,20042015954,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2004,-1,No Data,-1,No data,1.01,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,939696,87,IDS LEGACY FEATURES,CONUS,710.5256621,40124.95659,0.582000017,7.473000526,-6.30700016,-6.945133209,839.1220703,0.737000048,8.263999939
5237,5237,129911,20002005310,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256929,87,IDS LEGACY FEATURES,CONUS,502.333134,20002.85499,5.409000397,12.14100075,-1.321000099,-5.433466434,378.6870117,1.908000112,12.70000076
5238,5238,129912,20002006260,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,257899,87,IDS LEGACY FEATURES,CONUS,710.681503,40132.44908,6.572000504,13.13600063,0.008,-4.87335825,432.5600281,2.183000088,13.47200108
5239,5239,129918,20082016014,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,14.2,1,2008,-1,No Data,-1,No data,0.34,5,9000,MIXED CONIFERS,1,1569827,87,IDS LEGACY FEATURES,CONUS,935.8646751,57357.63647,3.963000298,10.60800076,-2.680000067,-6.044316292,440.8720093,1.549000025,11.32800007
5240,5240,129922,20042016221,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2004,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,939964,87,IDS LEGACY FEATURES,CONUS,314.3295906,7847.517871,5.069000244,11.88900089,-1.751000047,-5.627900124,703.4520264,1.615000129,11.56700039
5241,5241,130006,20082026462,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,8.2,1,2008,-1,No Data,-1,No data,12.19,100,9000,MIXED CONIFERS,1,1580362,87,IDS LEGACY FEATURES,CONUS,704.2778622,33395.88821,-0.035,6.674000263,-6.744000435,-7.570608139,901.1800537,0.707000017,8.067000389
