fid,orig_fid,OBJECTID,DAMAGE_ARE,CREATED_DA,MODIFIED_D,FEATURE_US,OBSERVATIO,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP,HOST_GRO_1,DCA_CODE,DCA_COMMON,DAMAGE_TYP,DAMAGE_T_1,PERCENT_AF,PERCENT__1,PERCENT_MI,PERCENT_MA,PERCENT__2,NOTES,OBSERVAT_1,COLLECTION,SNAPGRID_R,SNAPGRID_C,AREA_TYPE,ACRES,STATUS,SURVEY_YEA,LEGACY_SEV,LEGACY_S_1,LEGACY_PAT,LEGACY_P_1,LEGACY_TPA,LEGACY_NO_,LEGACY_FOR,LEGACY_F_1,GRP,OBSERVAT_2,IDS_DATA_S,DATA_SOURC,US_AREA,SHAPE_Leng,SHAPE_Area,tmean,tmax,tmin,tdmean,ppt,vpdmin,vpdmax
11231,11231,277372,20082001456,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.6,1,2008,-1,No Data,-1,No data,3.13,5,9000,MIXED CONIFERS,1,1553797,87,IDS LEGACY FEATURES,CONUS,341.4984814,6517.328341,5.840000153,12.49400043,-0.81400001,-5.782758236,481.2650146,2.095000029,13.00300026
11232,11232,277383,20092002388,,,,,2,,108,lodgepole pine,,,11029,pine engraver,2,Mortality,,,,,,,SINGLE,,,,POLYGON,13,1,2009,-1,No Data,-1,No data,3.85,50,9000,MIXED CONIFERS,1,1738230,87,IDS LEGACY FEATURES,CONUS,1001.001431,52553.56541,8.212000847,14.81200027,1.612000108,-4.042949677,545.03302,2.713000059,14.43600082
11233,11233,277385,20102009248,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,29.2,1,2010,-1,No Data,-1,No data,3.42,100,9000,MIXED CONIFERS,1,1963945,87,IDS LEGACY FEATURES,CONUS,1565.493992,118381.0644,6.574000359,13.20000076,-0.050000001,-4.676633358,461.388031,1.945000052,13.63300037
11234,11234,277429,20092005164,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.2,1,2009,-1,No Data,-1,No data,8.33,10,9000,MIXED CONIFERS,1,1741370,87,IDS LEGACY FEATURES,CONUS,284.5948387,4993.22958,6.06000042,12.56000042,-0.438000023,-5.178366661,520.4960327,1.835000038,12.98400021
11235,11235,277430,20092006007,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.7,1,2009,-1,No Data,-1,No data,7.14,5,9000,MIXED CONIFERS,1,1742306,87,IDS LEGACY FEATURES,CONUS,223.7714319,2718.085568,5.234000206,11.99200058,-1.522000074,-5.305458069,502.7520142,1.534000039,12.26600075
11236,11236,277463,20092007953,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,8.2,1,2009,-1,No Data,-1,No data,3.05,25,9000,MIXED CONIFERS,1,1744325,87,IDS LEGACY FEATURES,CONUS,722.4894161,33327.01946,4.976000309,11.50800037,-1.555000067,-6.102375031,550.5150146,1.745000124,11.79500103
11237,11237,277468,20092006805,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,25.7,1,2009,-1,No Data,-1,No data,38.91,1000,9000,MIXED CONIFERS,1,1743141,87,IDS LEGACY FEATURES,CONUS,1764.44354,104259.0874,2.080000162,8.609000206,-4.448000431,-6.391783237,642.750061,0.900000036,9.280000687
11238,11238,277479,20022010106,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,124,1,2002,-1,No Data,-1,No data,0.2,25,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,569922,87,IDS LEGACY FEATURES,CONUS,3474.440478,502193.9124,4.059000015,10.70000076,-2.580000162,-7.54750824,487.3860168,2.006000042,11.79800034
11239,11239,277495,20112006359,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,174.08,1,2011,-1,No Data,-1,No data,25,4350,9000,MIXED CONIFERS,1,2252604,87,IDS LEGACY FEATURES,CONUS,3793.036005,704492.3753,4.84800005,11.48800087,-1.791000128,-6.621716499,579.7670288,1.783000112,12.00000095
11240,11240,277506,20092004835,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.7,1,2009,-1,No Data,-1,No data,1.43,1,9000,MIXED CONIFERS,1,1741038,87,IDS LEGACY FEATURES,CONUS,239.450552,2818.625795,5.578000069,12.36500072,-1.209000111,-4.828266621,497.565033,1.508000016,12.50200081
11241,11241,277530,20092002707,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,88,1,2009,-1,No Data,-1,No data,11.36,1000,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1738562,87,IDS LEGACY FEATURES,CONUS,2353.064534,356523.6279,1.821000099,7.956000328,-4.313000202,-7.032066345,605.31604,1.042000055,9.072999954
11242,11242,277545,20092007137,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,788.8,1,2009,-1,No Data,-1,No data,10,7888,9000,MIXED CONIFERS,1,1743473,87,IDS LEGACY FEATURES,CONUS,10175.77375,3194552.19,1.821000099,7.956000328,-4.313000202,-7.032066345,605.31604,1.042000055,9.072999954
11243,11243,277667,20102009086,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,773,1,2010,-1,No Data,-1,No data,3,2319,9000,MIXED CONIFERS,1,1963774,87,IDS LEGACY FEATURES,CONUS,12373.65056,3130677.493,7.824000359,14.05400085,1.594000101,-3.403541565,502.9240112,2.361000061,13.88900089
11244,11244,277713,20082026615,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,819.1,1,2008,-1,No Data,-1,No data,1,819,9000,MIXED CONIFERS,1,1580517,87,IDS LEGACY FEATURES,CONUS,7237.097118,3317078.419,2.336000204,9.6060009,-4.933000088,-6.637433052,508.3250122,0.98300004,10.73900032
11245,11245,277717,19992007701,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-50,SINGLE,,,,POLYGON,923.7,1,1999,-1,No Data,-1,No data,0.05,50,9000,MIXED CONIFERS,1,174210,87,IDS LEGACY FEATURES,CONUS,7470.980761,3737674.303,9.597000122,16.29900169,2.896000147,-2.959591627,673.1720581,2.46600008,15.29000092
11246,11246,277745,20102009156,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,554,1,2010,-1,No Data,-1,No data,10,5540,9000,MIXED CONIFERS,1,1963851,87,IDS LEGACY FEATURES,CONUS,6602.437595,2243498.852,5.290000439,11.46200085,-0.881000042,-5.346549988,496.5880127,1.786000133,11.94500065
11247,11247,277762,20102012493,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,328.8,1,2010,-1,No Data,-1,No data,10,3288,9000,MIXED CONIFERS,2,1968024,87,IDS LEGACY FEATURES,CONUS,5355.973344,1331610.004,3.89800024,10.48800087,-2.692000151,-5.240941525,537.1540527,1.175000072,10.86300087
11248,11248,277774,20062014320,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2006,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,1254511,87,IDS LEGACY FEATURES,CONUS,314.5804898,7850.728511,8.346000671,14.86200047,1.83100009,-5.301224709,461.0950317,3.120000124,15.39200115
11249,11249,277788,20102012444,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2079.1,1,2010,-1,No Data,-1,No data,5,10396,9000,MIXED CONIFERS,1,1967964,87,IDS LEGACY FEATURES,CONUS,24969.02049,8420139.3,5.980000496,12.85400105,-0.894000053,-4.194716454,440.9030151,1.487000108,13.0510006
11250,11250,277802,20102012260,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,216.6,1,2010,-1,No Data,-1,No data,10,2166,9000,MIXED CONIFERS,1,1967767,87,IDS LEGACY FEATURES,CONUS,6257.71889,877313.8,6.128000259,13.09100056,-0.834000051,-3.622499943,424.2090149,1.396000028,13.15400028
11251,11251,277814,20102013535,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1927.8,1,2010,-1,No Data,-1,No data,5,9639,9000,MIXED CONIFERS,1,1969111,87,IDS LEGACY FEATURES,CONUS,14995.21658,7807312.844,4.141000271,10.48600006,-2.203000069,-5.524024963,524.5270386,1.469000101,11.01200008
11252,11252,277839,20102012788,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,52.4,1,2010,-1,No Data,-1,No data,10,524,9000,MIXED CONIFERS,1,1968331,87,IDS LEGACY FEATURES,CONUS,1991.775682,212247.247,7.046000481,13.23500061,0.857000053,-3.832691669,514.0630493,2.10800004,13.0890007
11253,11253,277840,20102013521,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,492.6,1,2010,-1,No Data,-1,No data,5,2463,9000,MIXED CONIFERS,1,1969097,87,IDS LEGACY FEATURES,CONUS,5305.891606,1994843.142,1.267000079,7.68900013,-5.154000282,-6.123883247,849.2700195,0.737000048,8.591000557
11254,11254,277870,20072048050,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,262.1,1,2007,-1,No Data,-1,No data,2,524,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1423667,87,IDS LEGACY FEATURES,CONUS,4656.065586,1061553.001,1.241000056,7.437000275,-4.954000473,-6.443500042,857.1500244,0.823000014,8.604000092
11255,11255,277884,20072048157,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2007,-1,No Data,-1,No data,1.11,1,9000,MIXED CONIFERS,1,1423790,87,IDS LEGACY FEATURES,CONUS,219.73063,3831.929248,6.179000378,12.55600071,-0.197000012,-4.375583172,491.8640137,1.915000081,12.93200016
11256,11256,277893,19972002510,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,9.8,1,1997,-1,No Data,-1,No data,0.1,1,9000,MIXED CONIFERS,1,21879,87,IDS LEGACY FEATURES,CONUS,724.111961,39625.44226,5.397000313,12.62700081,-1.83100009,-3.929999828,565.4140015,1.121000051,11.89600086
11257,11257,277909,20072047794,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,2411.4,1,2007,-1,No Data,-1,No data,0.5,1206,9000,MIXED CONIFERS,3,1423379,87,IDS LEGACY FEATURES,CONUS,17981.36887,9765221.488,2.704000235,9.372000694,-3.963000298,-5.669075012,573.6970215,0.948000073,10.27400017
11258,11258,277911,20072048033,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,13.2,1,2007,-1,No Data,-1,No data,1.9,25,9000,MIXED CONIFERS,2,1423650,87,IDS LEGACY FEATURES,CONUS,881.7490534,53582.45192,3.232000113,9.585000038,-3.121000051,-5.468474865,662.7560425,1.168000102,10.23200035
11259,11259,277950,20092005187,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2009,-1,No Data,-1,No data,11.11,10,9000,MIXED CONIFERS,1,1741393,87,IDS LEGACY FEATURES,CONUS,219.7257643,3831.801094,4.75,11.24600029,-1.745000124,-4.904950142,506.0680237,1.323000073,11.28300095
11260,11260,277958,20092005435,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.7,1,2009,-1,No Data,-1,No data,1.18,2,9000,MIXED CONIFERS,1,1741682,87,IDS LEGACY FEATURES,CONUS,314.9279209,6704.198253,5.549000263,12.41200066,-1.312000036,-5.311441422,517.2300415,1.629000068,12.70700073
11261,11261,277994,20092004772,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2.3,1,2009,-1,No Data,-1,No data,0.43,1,9000,MIXED CONIFERS,1,1740975,87,IDS LEGACY FEATURES,CONUS,369.4338046,9262.159673,6.045000076,12.25500011,-0.163000003,-5.445358276,533.2090454,2.148000002,12.49200058
11262,11262,277999,20072047922,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,30.8,1,2007,-1,No Data,-1,No data,1.62,50,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1423525,87,IDS LEGACY FEATURES,CONUS,1445.148061,124812.188,1.308000088,7.283000469,-4.667000294,-6.41960001,705.9680176,0.880000055,8.456000328
11263,11263,278017,20092006030,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,2.7,1,2009,-1,No Data,-1,No data,1.85,5,9000,MIXED CONIFERS,1,1742329,87,IDS LEGACY FEATURES,CONUS,463.7133526,10870.6691,5.137000084,11.91300011,-1.637000084,-4.768049717,500.6680298,1.338000059,11.93300056
11264,11264,278051,20092005144,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,3.3,1,2009,-1,No Data,-1,No data,3.03,10,9000,MIXED CONIFERS,1,1741350,87,IDS LEGACY FEATURES,CONUS,447.9608283,13203.21631,5.285000324,12.02300072,-1.453000069,-4.878033161,495.6930237,1.437000036,12.10800076
11265,11265,278053,20102011516,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.6,1,2010,-1,No Data,-1,No data,16.67,10,9000,MIXED CONIFERS,1,1967002,87,IDS LEGACY FEATURES,CONUS,274.4117588,2605.324667,7.028000355,13.75500107,0.302000016,-4.241324902,444.684021,1.99300015,14.09900093
11266,11266,278065,20092005476,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,161.3,1,2009,-1,No Data,-1,No data,1.24,200,9000,MIXED CONIFERS,1,1741725,87,IDS LEGACY FEATURES,CONUS,3709.039891,653413.9999,5.913000107,12.84600067,-1.018000007,-5.063491344,519.4760132,1.703000069,13.06400108
11267,11267,278067,20102012097,,,,,2,,93,Engelmann spruce,,,11009,spruce beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,199.1,1,2010,-1,No Data,-1,No data,5,996,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1967603,87,IDS LEGACY FEATURES,CONUS,4030.598098,806081.7699,-0.045000002,6.358000278,-6.449000359,-6.921574593,1216.27002,0.596000016,7.494000435
11268,11268,278108,20092005987,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2009,-1,No Data,-1,No data,2.63,5,9000,MIXED CONIFERS,1,1742286,87,IDS LEGACY FEATURES,CONUS,337.3641032,7790.35135,6.964000225,13.86900043,0.060000002,-3.71619153,534.3840332,1.768000126,13.64400101
11269,11269,278109,20082026668,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,2,Mortality,,,,,,75-H,SINGLE,,,,POLYGON,27.6,1,2008,2,High (> 50% defol.),-1,No data,-1,-1,910,Aspen,1,1580571,87,IDS LEGACY FEATURES,CONUS,1347.237537,111850.7655,1.658000112,8.404000282,-5.08700037,-6.884616375,613.8690186,0.990000069,9.593000412
11270,11270,278130,20102005348,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,786.6,1,2010,-1,No Data,-1,No data,1,787,9000,MIXED CONIFERS,1,1959814,87,IDS LEGACY FEATURES,CONUS,7805.616907,3185564.848,6.875000477,13.39700031,0.354000002,-5.133974552,541.7140503,2.36500001,13.49100018
11271,11271,278138,20102011476,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,485.8,1,2010,-1,No Data,-1,No data,10,4858,9000,MIXED CONIFERS,1,1966961,87,IDS LEGACY FEATURES,CONUS,9817.916757,1967433.176,-0.080000006,5.87100029,-6.032000065,-9.483808517,1065.484009,1.479000092,7.77300024
11272,11272,278142,20062013711,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,24.9,1,2006,-1,No Data,-1,No data,0.2,5,9000,MIXED CONIFERS,1,1253901,87,IDS LEGACY FEATURES,CONUS,1149.813943,100972.4148,6.547000408,13.48500061,-0.391000032,-5.747733116,391.3670044,2.236999989,14.19200039
11273,11273,278151,20002005281,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256900,87,IDS LEGACY FEATURES,CONUS,313.010763,7703.387037,5.782000065,12.73200035,-1.167000055,-4.906416416,344.4190063,1.809000134,13.15000057
11274,11274,278157,20082026368,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,13.6,1,2008,-1,No Data,-1,No data,0.74,10,9000,MIXED CONIFERS,1,1580266,87,IDS LEGACY FEATURES,CONUS,915.4856888,54940.03107,7.038000107,13.85200024,0.223000005,-4.927149773,371.1950073,2.269000053,14.43400097
11275,11275,278176,20082027966,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,2.22,2,9000,MIXED CONIFERS,1,1582022,87,IDS LEGACY FEATURES,CONUS,219.7264643,3831.787893,1.140000105,7.467000484,-5.186000347,-7.612666607,604.1200562,1.116000056,9.082000732
11276,11276,278181,20072040963,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,12.5,1,2007,-1,No Data,-1,No data,0.4,5,9000,MIXED CONIFERS,1,1416415,87,IDS LEGACY FEATURES,CONUS,822.422383,50620.45324,5.680000305,12.52600098,-1.166000009,-5.634383202,555.7640381,1.811000109,12.83600044
11277,11277,278193,20102012511,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,780.6,1,2010,-1,No Data,-1,No data,3,2342,9000,MIXED CONIFERS,1,1968054,87,IDS LEGACY FEATURES,CONUS,8042.693645,3161237.035,2.176000118,8.656000137,-4.302999973,-6.558866501,654.6450195,0.997000039,9.663000107
11278,11278,278217,20082028025,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,116.6,1,2008,-1,No Data,-1,No data,8.57,1000,9000,MIXED CONIFERS,1,1582093,87,IDS LEGACY FEATURES,CONUS,2638.403168,472235.5415,1.725000024,8.229000092,-4.779000282,-6.974399567,523.7770386,1.100000024,9.473000526
11279,11279,278227,20102013322,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,45.6,1,2010,-1,No Data,-1,No data,1.1,50,9000,MIXED CONIFERS,1,1968898,87,IDS LEGACY FEATURES,CONUS,2038.731102,184532.8474,2.300000191,9.277000427,-4.675000191,-5.730474949,639.0890503,0.694000006,9.86000061
11280,11280,278258,20102012687,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,568.8,1,2010,-1,No Data,-1,No data,10,5688,9000,MIXED CONIFERS,1,1968230,87,IDS LEGACY FEATURES,CONUS,6712.199763,2303404.735,2.044000149,8.584000587,-4.494000435,-5.789424896,864.6470337,0.795000017,9.228000641
11281,11281,278266,20102012684,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1287.3,1,2010,-1,No Data,-1,No data,10,12873,9000,MIXED CONIFERS,1,1968227,87,IDS LEGACY FEATURES,CONUS,17269.41442,5212854.117,1.890000105,8.401000023,-4.620000362,-5.909341335,911.9060669,0.758000016,9.088000298
11282,11282,278310,20102009702,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1401.9,1,2010,-1,No Data,-1,No data,3,4206,9000,MIXED CONIFERS,1,1964412,87,IDS LEGACY FEATURES,CONUS,12581.40377,5677578.509,6.529000282,12.71100044,0.347000003,-4.529016495,530.7880249,2.101999998,12.87000084
11283,11283,278323,20112009694,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,8089.05,1,2011,-1,No Data,-1,No data,50,404150,9000,MIXED CONIFERS,1,2256059,87,IDS LEGACY FEATURES,CONUS,48306.98706,32735391.38,5.018000126,11.43700027,-1.400000095,-4.922758102,484.6880188,1.561000109,12.00000095
11284,11284,278325,20102010356,,,,,2,,102,Rocky Mountain bristlecone pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,179.8,1,2010,-1,No Data,-1,No data,5,899,9000,MIXED CONIFERS,2,1965258,87,IDS LEGACY FEATURES,CONUS,3227.464951,727986.548,4.015000343,9.676000595,-1.644000053,-6.292999744,764.882019,1.883000135,10.39400005
11285,11285,278361,20102005091,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.6,1,2010,-1,No Data,-1,No data,5,48,9000,MIXED CONIFERS,1,1959463,87,IDS LEGACY FEATURES,CONUS,1133.068167,38727.85281,6.991000175,13.50700092,0.477000028,-4.801558018,511.6470337,2.22300005,13.72700024
11286,11286,278365,20102012337,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,503.9,1,2010,-1,No Data,-1,No data,10,5039,9000,MIXED CONIFERS,2,1967847,87,IDS LEGACY FEATURES,CONUS,8143.125539,2040553.666,5.377000332,12.08700085,-1.33100009,-4.372025013,446.1060181,1.410000086,12.2670002
11287,11287,278366,20102013057,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,81,1,2010,-1,No Data,-1,No data,3,243,9000,MIXED CONIFERS,1,1968612,87,IDS LEGACY FEATURES,CONUS,2678.886503,327951.5162,2.521000147,8.937000275,-3.894000292,-6.212924957,711.1650391,1.061000109,9.769000053
11288,11288,278384,20082027251,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,17.9,1,2008,-1,No Data,-1,No data,2.78,50,9000,MIXED CONIFERS,1,1581214,87,IDS LEGACY FEATURES,CONUS,1038.981285,72598.74663,3.426000118,9.472000122,-2.618000031,-7.002058029,624.5020142,1.721000075,10.45600033
11289,11289,278388,20102010323,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,10.6,1,2010,-1,No Data,-1,No data,4.71,50,9000,MIXED CONIFERS,1,1965196,87,IDS LEGACY FEATURES,CONUS,816.0156301,42867.94185,4.015000343,9.676000595,-1.644000053,-6.292999744,764.882019,1.883000135,10.39400005
11290,11290,278410,20082024414,,,,,2,,746,quaking aspen,,,80001,aspen defoliation,2,Mortality,,,,,,75-H,SINGLE,,,,POLYGON,10,1,2008,2,High (> 50% defol.),-1,No data,-1,-1,910,Aspen,1,1578273,87,IDS LEGACY FEATURES,CONUS,785.3831576,40531.09655,5.217000484,12.12800026,-1.693000078,-5.321591377,333.03302,1.619000077,12.69200039
11291,11291,278466,20082026720,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,85.1,1,2008,-1,No Data,-1,No data,0.58,50,9000,MIXED CONIFERS,1,1580623,87,IDS LEGACY FEATURES,CONUS,2867.732988,344557.8924,4.159000397,10.63300037,-2.31400013,-6.266449928,411.4940186,1.677000046,11.52000046
11292,11292,278482,20082016035,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,121.4,1,2008,-1,No Data,-1,No data,0.5,61,9000,MIXED CONIFERS,1,1569848,87,IDS LEGACY FEATURES,CONUS,2851.289263,491697.5173,1.960000038,8.341000557,-4.419000149,-7.157766342,588.598999,1.271000028,9.502000809
11293,11293,278543,20082027677,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.9,1,2008,-1,No Data,-1,No data,2.22,2,9000,MIXED CONIFERS,1,1581719,87,IDS LEGACY FEATURES,CONUS,219.7288041,3831.82382,4.692000389,11.49400043,-2.10800004,-6.785908222,499.7610168,1.767000079,12.30500031
11294,11294,278594,20062013255,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2006,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,1253443,87,IDS LEGACY FEATURES,CONUS,314.5628349,7849.909042,2.57400012,9.93100071,-4.782000065,-6.038216591,468.0500183,0.960000038,10.74900055
11295,11295,278678,20072047868,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,108.1,1,2007,-1,No Data,-1,No data,0.5,54,9000,MIXED CONIFERS,1,1423466,87,IDS LEGACY FEATURES,CONUS,2476.999751,437634.4196,4.97300005,11.35000038,-1.403000116,-4.665949821,462.6870117,1.616000056,11.74100018
11296,11296,278687,20082026846,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,92,1,2008,-1,No Data,-1,No data,10.86,1000,9000,MIXED CONIFERS,1,1580764,87,IDS LEGACY FEATURES,CONUS,2342.62901,372626.0004,0.080000006,7.038000107,-6.876000404,-7.534366608,1044.924072,0.646000028,8.592000008
11297,11297,278716,20072049289,,,,,2,,113,limber pine,,,80003,five-needle pine decline,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,20,1,2007,-1,No Data,-1,No data,0.5,10,9000,MIXED CONIFERS,1,1425089,87,IDS LEGACY FEATURES,CONUS,1010.738649,81079.51491,0.997000039,7.112000465,-5.116000175,-7.558616161,871.8260498,1.133000016,8.581000328
11298,11298,278717,20052018727,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2005,-1,No Data,-1,No data,1,5,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,1107174,87,IDS LEGACY FEATURES,CONUS,503.0708186,20114.06594,4.822000027,11.47600079,-1.832000136,-5.589608192,447.4300232,1.745000124,11.89600086
